"MacroTrends Data Download"
"NDAQ - Historical Price and Volume Data"
"Note: Historical prices are adjusted for stock splits."

"Disclaimer and Terms of Use: Historical stock data is provided 'as is' and solely for informational purposes, not for trading purposes or advice."
"MacroTrends LLC expressly disclaims the accuracy, adequacy, or completeness of any data and shall not be liable for any errors, omissions or other defects in, "
"delays or interruptions in such data, or for any actions taken in reliance thereon.  Neither MacroTrends LLC nor any of our information providers will be liable"
"for any damages relating to your use of the data provided."


"ATTRIBUTION: Proper attribution requires clear indication of the data source as ""www.macrotrends.net""."
"A ""dofollow"" backlink to the originating page is also required if the data is displayed on a web page."


date,open,high,low,close,volume
2002-07-01,12.8626,12.8626,12.8626,12.8626,1300
2002-07-02,13.2913,14.1488,12.8626,12.9740,7000
2002-07-03,12.0051,13.7201,12.0051,12.8626,10200
2002-07-05,12.8626,12.8626,12.8626,12.8626,500
2002-07-08,12.0051,12.0051,12.0051,12.0051,300
2002-07-09,12.0051,13.2913,12.0051,13.2913,2300
2002-07-10,11.7907,13.2913,11.7907,13.2913,500
2002-07-11,13.2913,13.2913,13.2913,13.2913,0
2002-07-12,12.8626,12.8626,12.8626,12.8626,100
2002-07-15,12.6482,12.6482,10.7188,10.9332,42700
2002-07-16,10.9332,10.9332,10.7188,10.7188,5900
2002-07-17,10.7188,10.7188,10.5044,10.7188,2400
2002-07-18,10.5473,10.5473,10.0757,10.0757,1400
2002-07-19,9.9470,9.9470,8.6179,9.0038,10700
2002-07-22,9.0038,9.0038,8.5750,8.7465,4600
2002-07-23,8.7465,8.7465,8.7465,8.7465,100
2002-07-24,8.7465,9.0038,8.7465,9.0038,2200
2002-07-25,8.7037,9.0038,8.7037,8.7037,1300
2002-07-26,8.7037,8.7037,8.7037,8.7037,0
2002-07-29,9.0038,9.5183,8.9609,9.5183,4100
2002-07-30,9.6469,10.1614,9.6469,9.8613,8900
2002-07-31,10.2043,10.2900,10.0757,10.2900,5000
2002-08-01,10.1185,10.2043,10.1185,10.1185,4300
2002-08-02,10.1185,10.1185,10.1185,10.1185,0
2002-08-05,10.2043,10.2900,10.1614,10.1614,28600
2002-08-06,10.2900,10.2900,10.2900,10.2900,10000
2002-08-07,10.2729,10.3329,10.2472,10.3329,4400
2002-08-08,10.3758,10.3758,10.3329,10.3758,12300
2002-08-09,10.4187,10.4187,10.4187,10.4187,3400
2002-08-12,10.4187,10.4187,10.3758,10.4187,24400
2002-08-13,10.4615,10.4615,10.3758,10.4615,3900
2002-08-14,10.4187,10.4615,10.4187,10.4615,3700
2002-08-15,10.4187,10.4187,10.3758,10.3758,700
2002-08-16,10.2900,10.4187,10.2900,10.4187,8600
2002-08-19,10.4187,10.4187,9.9899,9.9899,8700
2002-08-20,9.9470,9.9470,9.9470,9.9470,100
2002-08-21,10.2043,10.2900,10.0757,10.0757,16400
2002-08-22,10.0757,10.0757,9.4325,9.4325,35500
2002-08-23,9.4325,9.5183,9.4325,9.5183,3700
2002-08-26,9.4325,9.4325,9.3039,9.3211,11900
2002-08-27,9.3039,9.4325,9.0124,9.0124,23900
2002-08-28,9.0038,9.0038,8.5750,8.6608,24700
2002-08-29,8.7465,8.7465,8.6608,8.7465,8500
2002-08-30,8.8323,8.8323,8.5750,8.5750,4200
2002-09-03,8.5322,8.5750,7.9748,8.4893,8000
2002-09-04,8.0177,8.1463,7.6318,7.9748,89100
2002-09-05,7.9748,7.9748,7.9748,7.9748,3100
2002-09-06,7.9748,8.3178,7.9748,8.3178,30400
2002-09-09,8.3607,8.4893,8.3178,8.4035,26000
2002-09-10,8.4893,8.5322,8.4207,8.4893,36200
2002-09-11,8.5750,8.6179,8.4893,8.6179,2400
2002-09-12,8.6608,8.6608,8.4893,8.4893,4000
2002-09-13,8.4893,8.5236,8.4893,8.5236,2800
2002-09-16,8.5236,8.5750,8.4464,8.5750,10300
2002-09-17,8.3607,8.4893,8.3607,8.4893,4800
2002-09-18,8.4636,8.4636,8.4636,8.4636,1500
2002-09-19,8.4035,8.4035,8.4035,8.4035,6200
2002-09-20,8.2749,8.2749,8.0605,8.0605,2700
2002-09-23,8.3607,8.3607,8.3178,8.3178,1200
2002-09-24,8.0605,8.0605,8.0605,8.0605,2000
2002-09-25,8.2320,8.3178,8.1463,8.2320,7000
2002-09-26,8.3178,8.3178,8.3178,8.3178,1000
2002-09-27,8.2320,8.2320,7.9748,8.1377,6200
2002-09-30,7.9748,8.0177,7.9748,8.0177,3100
2002-10-01,8.1463,8.1463,8.1463,8.1463,2000
2002-10-02,8.1463,8.1463,7.9748,8.1206,8700
2002-10-03,8.1892,8.1892,8.1892,8.1892,100
2002-10-04,8.1892,8.1892,8.1892,8.1892,500
2002-10-07,8.0605,8.1463,8.0605,8.1463,1000
2002-10-08,7.9748,7.9748,7.9319,7.9319,3200
2002-10-09,7.9319,7.9748,7.7175,7.7175,19100
2002-10-10,7.7175,7.7175,7.7175,7.7175,3000
2002-10-11,7.8033,7.8033,7.6747,7.7175,19900
2002-10-14,7.6747,7.7175,7.6318,7.7090,13500
2002-10-15,7.5460,7.5460,7.2459,7.4174,23600
2002-10-16,7.2459,7.2888,7.0744,7.1602,14700
2002-10-17,7.0401,7.1173,6.8600,7.0744,9900
2002-10-18,7.0744,7.0744,7.0744,7.0744,12400
2002-10-21,7.0744,7.0744,6.7743,6.9029,4200
2002-10-22,6.8600,6.9458,6.8600,6.8600,10900
2002-10-23,6.6885,6.6885,6.6028,6.6885,2100
2002-10-24,6.6028,6.6028,6.1740,6.2169,7500
2002-10-25,6.0025,6.1740,5.4452,6.1740,43700
2002-10-28,6.4313,6.4313,6.0025,6.0025,3200
2002-10-29,6.4313,6.6457,6.2598,6.6457,7700
2002-10-30,6.2598,6.5599,6.2169,6.4742,11400
2002-10-31,6.4742,6.4742,6.3884,6.4313,9000
2002-11-01,6.3027,6.4313,6.3027,6.4313,9200
2002-11-04,6.6028,6.6028,6.4313,6.4313,4400
2002-11-05,6.4313,6.4313,6.4313,6.4313,500
2002-11-06,6.5170,6.5170,6.5170,6.5170,300
2002-11-07,6.6028,6.6028,6.4313,6.4313,2700
2002-11-08,6.4313,6.4313,6.4313,6.4313,0
2002-11-11,6.6028,6.7743,6.5771,6.7743,11200
2002-11-12,6.7743,6.7743,6.7743,6.7743,5300
2002-11-13,6.7743,7.1859,6.7743,7.1859,38300
2002-11-14,7.1859,7.2459,7.1859,7.2459,5400
2002-11-15,7.2888,7.2888,7.2030,7.2030,3400
2002-11-18,7.2459,7.2888,7.2202,7.2888,12400
2002-11-19,7.2030,7.2030,7.0744,7.0916,4200
2002-11-20,7.2030,7.2030,7.2030,7.2030,500
2002-11-21,7.2030,7.2030,7.0401,7.2030,16600
2002-11-22,7.0658,7.2030,7.0658,7.2030,1200
2002-11-25,7.2030,7.2030,7.2030,7.2030,12800
2002-11-26,7.2030,8.0177,7.2030,7.9748,274000
2002-11-27,7.9756,8.5750,7.9756,8.5750,124800
2002-11-29,8.5750,9.4325,8.5750,8.5750,11700
2002-12-02,8.5750,8.7465,8.5750,8.7037,16700
2002-12-03,8.7037,8.7037,8.7037,8.7037,0
2002-12-04,8.6179,8.7894,8.6179,8.6179,2400
2002-12-05,8.6179,9.0038,8.6179,9.0038,3500
2002-12-06,8.9180,9.2182,8.9180,9.1753,126900
2002-12-09,9.0038,9.2182,8.9609,8.9609,25500
2002-12-10,9.1324,9.2182,9.0124,9.0895,2000
2002-12-11,9.0124,9.1324,9.0124,9.0895,4100
2002-12-12,9.1324,9.6040,9.1324,9.5183,7800
2002-12-13,9.3897,9.4754,9.2610,9.4325,5200
2002-12-16,9.6040,9.6040,9.4754,9.4754,8300
2002-12-17,9.4754,9.6040,9.4411,9.4411,4500
2002-12-18,9.4411,9.6040,9.4325,9.4754,6200
2002-12-19,9.4754,9.4754,9.0038,9.4754,28700
2002-12-20,9.0038,9.0038,9.0038,9.0038,1500
2002-12-23,9.1324,9.5183,9.1324,9.2610,4500
2002-12-24,9.2610,9.2610,9.2610,9.2610,0
2002-12-26,9.0467,9.0467,9.0038,9.0038,21000
2002-12-27,9.0038,9.0038,9.0038,9.0038,0
2002-12-30,9.2610,9.2610,9.0209,9.0209,4800
2002-12-31,9.2610,9.2610,8.5750,8.5750,32600
2003-01-02,8.5836,8.9609,8.5836,8.7894,3200
2003-01-03,8.7980,8.7980,8.7894,8.7894,600
2003-01-06,8.9609,8.9609,8.9180,8.9180,2700
2003-01-07,8.8323,8.8580,8.8323,8.8323,2000
2003-01-08,8.8323,8.8323,8.6265,8.7465,8400
2003-01-09,8.7037,8.8323,7.8890,8.1463,133100
2003-01-10,7.9319,8.3607,7.8033,7.9319,5100
2003-01-13,7.9319,8.5836,7.8462,8.5836,4300
2003-01-14,7.9319,7.9319,7.8047,7.8884,8900
2003-01-15,8.3607,8.4035,8.0605,8.4035,24100
2003-01-16,8.1463,8.4464,8.1463,8.3607,5500
2003-01-17,8.1463,8.1463,8.1463,8.1463,1400
2003-01-21,8.1463,8.3607,8.0605,8.1463,20400
2003-01-22,8.0177,8.0262,8.0177,8.0177,17000
2003-01-23,8.0177,8.0177,7.9319,7.9319,8700
2003-01-24,7.9319,7.9662,7.8890,7.8890,14500
2003-01-27,7.8890,7.9662,7.8890,7.9662,4900
2003-01-28,7.9748,7.9748,7.9662,7.9662,6300
2003-01-29,7.8976,7.8976,7.8890,7.8890,37100
2003-01-30,7.8119,7.8119,7.8033,7.8033,21500
2003-01-31,7.8033,7.9319,7.8033,7.8033,25000
2003-02-03,7.8033,7.9319,7.8033,7.8033,5800
2003-02-04,7.8033,7.8890,7.8033,7.8890,3200
2003-02-05,7.8033,7.8033,7.8033,7.8033,4400
2003-02-06,7.8033,7.8033,7.7861,7.7861,20100
2003-02-07,7.8033,7.8805,7.8033,7.8805,1800
2003-02-10,7.8890,7.8890,7.7175,7.7175,15300
2003-02-11,7.7175,7.7175,6.9458,6.9458,22600
2003-02-12,6.9887,7.1516,6.7743,6.7743,7300
2003-02-13,6.6028,6.8600,6.6028,6.8600,3800
2003-02-14,6.8600,6.8600,6.8600,6.8600,2200
2003-02-18,6.8600,6.8600,6.8600,6.8600,2400
2003-02-19,6.8600,6.9458,6.8172,6.9458,5100
2003-02-20,7.0744,7.0744,6.7743,6.8172,2500
2003-02-21,6.7743,6.8172,6.7743,6.8172,900
2003-02-24,6.8600,6.8600,6.7743,6.8600,1300
2003-02-25,6.6457,6.6457,6.6457,6.6457,200
2003-02-26,6.6628,6.6628,6.6628,6.6628,600
2003-02-27,6.6628,6.8172,6.6628,6.7743,7000
2003-02-28,6.6628,6.7571,6.6457,6.6457,2300
2003-03-03,6.6457,6.6885,6.6457,6.6457,6500
2003-03-04,6.7743,6.7743,6.6885,6.6885,5800
2003-03-05,6.6885,6.6885,6.6885,6.6885,0
2003-03-06,6.6542,6.7743,6.6457,6.7743,2100
2003-03-07,6.5685,6.6199,6.5685,6.6199,400
2003-03-10,6.5685,6.6199,6.5685,6.6199,1300
2003-03-11,5.7882,6.0111,5.7882,5.9168,21400
2003-03-12,6.0025,6.0025,5.8739,5.9168,15500
2003-03-13,6.0025,6.0025,6.0025,6.0025,4000
2003-03-14,6.0025,6.0025,6.0025,6.0025,300
2003-03-17,6.0025,6.0025,6.0025,6.0025,6000
2003-03-18,6.0025,6.1740,5.9597,6.1740,8100
2003-03-19,6.1740,6.1740,6.0025,6.1655,6400
2003-03-20,6.0025,6.1312,6.0025,6.1312,2200
2003-03-21,5.9168,6.0454,5.9168,6.0025,9900
2003-03-24,5.9597,5.9597,5.9597,5.9597,300
2003-03-25,6.0883,6.1312,6.0025,6.0025,1700
2003-03-26,6.0025,6.0025,5.9597,6.0025,3000
2003-03-27,6.0025,6.0025,6.0025,6.0025,1500
2003-03-28,5.9597,5.9597,5.9597,5.9597,100
2003-03-31,5.9597,6.0025,5.9597,5.9597,8200
2003-04-01,6.0025,6.0025,5.9597,6.0025,900
2003-04-02,6.0025,6.0025,6.0025,6.0025,0
2003-04-03,5.9590,5.9590,5.5738,5.5738,1700
2003-04-04,5.5824,5.5824,5.1450,5.1450,68700
2003-04-07,5.1707,5.3594,5.1707,5.2736,9800
2003-04-08,5.2736,5.3165,5.2736,5.3165,4700
2003-04-09,5.2924,5.2924,4.5622,4.6057,105300
2003-04-10,4.7163,4.8020,4.6820,4.7163,20600
2003-04-11,4.6305,4.6305,4.5619,4.5619,12000
2003-04-14,4.6291,4.6291,4.5019,4.5588,41800
2003-04-15,4.5448,4.5448,4.4161,4.5262,68600
2003-04-16,4.5019,4.5019,4.4416,4.5019,20800
2003-04-17,4.5019,4.5019,4.4684,4.5019,16500
2003-04-21,4.5019,4.5019,4.4583,4.5019,276900
2003-04-22,4.5019,4.5455,4.4583,4.5455,91000
2003-04-23,4.5019,4.5019,4.4751,4.5019,28200
2003-04-24,4.5019,4.5019,4.4751,4.5019,41100
2003-04-25,4.5019,5.0593,4.5019,5.0593,44400
2003-04-28,4.8871,5.0412,4.8871,4.9039,33300
2003-04-29,4.8449,5.3165,4.7591,5.1793,73900
2003-04-30,5.1450,5.4023,5.1450,5.4023,86200
2003-05-01,5.5302,5.5302,5.3158,5.3158,26900
2003-05-02,5.3594,5.5652,5.3594,5.5309,40000
2003-05-05,5.5652,5.5652,5.4452,5.4452,3000
2003-05-06,5.4880,5.4880,5.4880,5.4880,10200
2003-05-07,5.4880,5.4880,5.4880,5.4880,900
2003-05-08,5.4023,5.4880,5.4023,5.4795,15900
2003-05-09,5.3680,5.4023,5.3594,5.3594,5900
2003-05-12,5.4795,5.4795,5.4023,5.4280,36300
2003-05-13,5.4623,5.4623,5.4023,5.4023,10200
2003-05-14,5.4023,5.4623,5.4023,5.4452,50600
2003-05-15,5.4023,5.4966,5.4023,5.4452,15700
2003-05-16,5.4023,5.4880,5.4023,5.4023,10500
2003-05-19,5.4452,5.4452,5.4452,5.4452,100
2003-05-20,5.4194,5.4280,5.3165,5.3165,55000
2003-05-21,5.2908,5.2994,5.2308,5.2736,53800
2003-05-22,5.2393,5.2479,5.2050,5.2050,14100
2003-05-23,5.1879,5.2050,5.0250,5.0250,35000
2003-05-27,5.1021,5.1021,5.0593,5.0593,5700
2003-05-28,5.1021,5.1450,5.1021,5.1450,2300
2003-05-29,5.1021,5.1879,5.0593,5.1879,21900
2003-05-30,5.1551,5.3158,5.1551,5.3158,45200
2003-06-02,5.3165,5.4194,5.3165,5.4194,5800
2003-06-03,5.4030,5.4030,5.3158,5.3158,10800
2003-06-04,5.3594,5.3594,5.3158,5.3158,26400
2003-06-05,5.3594,5.4023,5.2736,5.4023,7700
2003-06-06,5.3165,5.5309,5.3165,5.4795,17200
2003-06-09,5.4194,5.4795,5.3937,5.4023,9400
2003-06-10,5.4023,5.4880,5.4023,5.4023,17600
2003-06-11,5.4023,5.4452,5.3337,5.3337,9100
2003-06-12,5.4023,5.4023,5.3508,5.3508,32600
2003-06-13,5.4023,5.4880,5.3508,5.4880,24700
2003-06-16,5.4880,6.3027,5.4880,6.2598,82500
2003-06-17,6.3455,6.6028,6.0025,6.0025,24500
2003-06-18,6.0454,6.3455,6.0454,6.0883,38500
2003-06-19,6.1054,6.1912,5.9168,5.9168,22200
2003-06-20,6.1312,6.1312,6.0883,6.1312,22000
2003-06-23,6.0883,6.0883,5.9168,6.0025,13100
2003-06-24,6.0883,6.1312,6.0454,6.1312,10800
2003-06-25,6.1312,6.1312,6.0883,6.0883,2900
2003-06-26,6.1312,6.6885,6.1312,6.6885,47500
2003-06-27,6.8172,7.5032,6.6971,7.0744,55800
2003-06-30,7.2452,7.2452,6.9036,6.9036,20300
2003-07-01,6.9029,6.9372,6.6457,6.6457,22500
2003-07-02,6.8172,6.9887,6.8172,6.9887,23800
2003-07-03,6.8600,7.0744,6.8600,7.0744,42900
2003-07-07,6.9887,6.9887,6.8600,6.8600,7100
2003-07-08,6.9458,7.3745,6.8600,7.3745,78800
2003-07-09,7.5460,8.1463,7.5032,7.9576,64700
2003-07-10,8.0520,8.0520,7.7175,7.7604,37400
2003-07-11,7.8719,7.8890,7.8547,7.8547,27500
2003-07-14,7.8890,8.1892,7.8890,8.1892,52700
2003-07-15,8.3607,8.5750,8.3171,8.3707,30600
2003-07-16,8.4879,8.6622,8.1563,8.1563,31600
2003-07-17,7.8033,7.8033,7.5032,7.7604,32500
2003-07-18,7.6318,7.6318,7.0744,7.6318,16600
2003-07-21,7.6318,7.6318,7.3745,7.3745,1400
2003-07-22,7.3759,7.3759,7.0744,7.1180,11300
2003-07-23,7.1602,7.2459,7.1602,7.2459,5300
2003-07-24,7.2459,7.2459,7.2459,7.2459,100
2003-07-25,7.2459,7.2459,7.2459,7.2459,900
2003-07-28,7.3317,7.3317,7.2459,7.2888,1100
2003-07-29,7.2459,7.3317,7.2288,7.3317,60200
2003-07-30,7.2888,7.5467,7.2888,7.3759,4400
2003-07-31,7.2888,7.4603,7.2888,7.3745,3900
2003-08-01,7.3317,7.3745,7.2888,7.2888,26100
2003-08-04,7.2452,7.2888,7.0744,7.0744,18500
2003-08-05,7.2459,7.2459,6.9887,6.9887,10800
2003-08-06,7.0308,7.0308,6.0025,6.0025,18900
2003-08-07,5.8310,5.9425,5.5738,5.7024,43500
2003-08-08,5.6173,6.0025,5.5738,6.0025,15500
2003-08-11,6.0025,6.1312,5.9940,6.1312,20500
2003-08-12,6.1733,6.2169,6.1667,6.2169,6300
2003-08-13,6.2169,6.3455,6.1740,6.1740,4500
2003-08-14,6.1312,6.3455,6.1312,6.3455,900
2003-08-15,6.0540,6.3884,6.0540,6.3884,3200
2003-08-18,6.3884,6.3884,6.1312,6.1312,11400
2003-08-19,6.0025,6.0025,5.7453,6.0025,31800
2003-08-20,5.9168,6.0025,5.9168,6.0025,200
2003-08-21,6.0897,6.2169,6.0897,6.1733,7300
2003-08-22,6.1312,6.2598,6.0883,6.2598,5800
2003-08-25,6.1298,6.1298,6.0963,6.0963,11500
2003-08-26,6.0969,6.2083,6.0969,6.2083,2600
2003-08-27,6.2083,6.2083,6.0969,6.1740,7000
2003-08-28,6.0969,6.0969,6.0969,6.0969,200
2003-08-29,6.1733,6.2169,6.1298,6.2169,6400
2003-09-02,6.1298,6.4313,6.1298,6.4313,2700
2003-09-03,6.4313,6.4313,6.3884,6.4313,2300
2003-09-04,6.5170,6.6885,6.4742,6.4742,10300
2003-09-05,6.4742,6.5599,6.4742,6.5599,7800
2003-09-08,6.5685,6.6028,6.5599,6.5599,10000
2003-09-09,6.5599,6.5599,6.5170,6.5342,13400
2003-09-10,6.5599,6.5599,6.5170,6.5599,1400
2003-09-11,6.5599,6.5599,6.5170,6.5170,400
2003-09-12,6.5170,6.7743,6.5170,6.6457,25400
2003-09-15,6.6028,6.6028,6.6028,6.6028,1900
2003-09-16,6.7743,6.8600,6.6885,6.7314,14000
2003-09-17,6.7743,6.8600,6.7743,6.8600,12100
2003-09-18,6.8600,7.2888,6.8600,7.0744,30300
2003-09-19,6.9472,7.0744,6.9472,6.9873,3500
2003-09-22,6.9458,7.1173,6.8600,7.1173,34400
2003-09-23,7.1950,7.2888,7.1180,7.2017,21300
2003-09-24,7.1602,7.2030,7.1602,7.2030,12800
2003-09-25,7.1602,7.2030,7.1173,7.1173,26000
2003-09-26,7.1173,7.1173,6.9458,7.0744,9400
2003-09-29,6.9029,6.9029,6.9029,6.9029,2600
2003-09-30,6.9029,6.9458,6.9029,6.9029,12900
2003-10-01,6.9458,6.9458,6.9029,6.9458,1700
2003-10-02,6.9458,6.9458,6.9458,6.9458,0
2003-10-03,6.9029,6.9458,6.9029,6.9201,7700
2003-10-06,6.9201,6.9458,6.9201,6.9372,10000
2003-10-07,6.9372,6.9458,6.8600,6.8600,3200
2003-10-08,6.9115,6.9887,6.9115,6.9887,3300
2003-10-09,6.9887,6.9887,6.9029,6.9887,7900
2003-10-10,7.0058,7.0315,6.9458,6.9629,6300
2003-10-13,6.9458,7.0315,6.9458,6.9629,18200
2003-10-14,7.0308,7.2452,7.0074,7.2452,34200
2003-10-15,7.2452,7.2888,7.2017,7.2888,9000
2003-10-16,7.2888,7.4174,7.2802,7.4174,14800
2003-10-17,7.4603,7.6318,7.4603,7.6146,15000
2003-10-20,7.5460,7.8033,7.5460,7.6318,15900
2003-10-21,7.6747,7.6747,7.5632,7.6747,10400
2003-10-22,7.7090,7.7090,7.5632,7.5632,7000
2003-10-23,7.5632,7.5889,7.5632,7.5632,8700
2003-10-24,7.5632,7.5632,7.5632,7.5632,4600
2003-10-27,7.5889,7.5889,7.5460,7.5460,31900
2003-10-28,7.5460,7.6318,7.5460,7.5460,3700
2003-10-29,7.6318,7.6318,7.5460,7.5460,8200
2003-10-30,7.5460,7.6318,7.5460,7.5460,6600
2003-10-31,7.6318,7.6318,7.5460,7.5460,9200
2003-11-03,7.5467,7.5467,7.5032,7.5032,5000
2003-11-04,7.5632,7.6747,7.5460,7.6232,25200
2003-11-05,7.6747,7.6747,7.6404,7.6747,11000
2003-11-06,7.6747,7.8033,7.6575,7.7604,61800
2003-11-07,7.8033,7.8462,7.7347,7.8462,11500
2003-11-10,7.8462,7.8890,7.8204,7.8204,3400
2003-11-11,7.8381,8.0190,7.8381,7.9319,18500
2003-11-12,7.8033,7.9319,7.8033,7.8890,20900
2003-11-13,7.8719,7.8890,7.8719,7.8890,14000
2003-11-14,7.9319,7.9748,7.9319,7.9319,3100
2003-11-17,7.8890,7.8890,7.8033,7.8033,14700
2003-11-18,7.8119,7.8119,7.8033,7.8033,6000
2003-11-19,7.7604,7.7604,7.7604,7.7604,2000
2003-11-20,7.7604,7.7604,7.7175,7.7175,4900
2003-11-21,7.8033,7.8033,7.7175,7.7175,14900
2003-11-24,7.7604,7.7604,7.7175,7.7175,4500
2003-11-25,7.7175,7.7175,7.5032,7.7175,31600
2003-11-26,7.5460,7.5889,7.5460,7.5889,1300
2003-11-28,7.5975,7.6318,7.5889,7.6318,4000
2003-12-01,7.5889,7.5889,7.5889,7.5889,1400
2003-12-02,7.5889,7.5889,7.5889,7.5889,2300
2003-12-03,7.5032,7.5032,7.5032,7.5032,100
2003-12-04,7.5032,7.5032,7.5032,7.5032,1500
2003-12-05,7.5032,7.7604,7.5032,7.7175,11700
2003-12-08,7.5889,7.5889,7.5889,7.5889,200
2003-12-09,7.5032,7.5460,7.5032,7.5032,2200
2003-12-10,7.5032,7.5889,7.2888,7.3317,9000
2003-12-11,7.5889,7.5889,7.3745,7.3745,2200
2003-12-12,7.3745,7.3745,7.3745,7.3745,0
2003-12-15,7.4603,7.4603,7.2888,7.2888,39400
2003-12-16,7.3402,7.3745,7.3317,7.3317,2800
2003-12-17,7.3317,7.3317,7.3317,7.3317,11400
2003-12-18,7.3317,7.3745,7.3317,7.3317,6500
2003-12-19,7.3745,7.6318,7.2888,7.6318,43500
2003-12-22,7.4174,7.6747,7.4174,7.5032,3200
2003-12-23,7.6747,7.7175,7.5889,7.7175,3500
2003-12-24,7.5889,7.9748,7.5889,7.7175,13800
2003-12-26,7.9319,8.1463,7.8976,7.8976,7800
2003-12-29,7.9748,8.0177,7.8976,7.9748,7900
2003-12-30,7.8976,8.0177,7.8976,7.8976,6600
2003-12-31,8.0177,8.1463,7.8890,8.1034,9300
2004-01-02,7.7175,7.9319,7.7175,7.9319,900
2004-01-05,7.7175,7.8890,7.3745,7.5032,12600
2004-01-06,7.5032,7.5460,7.5032,7.5460,3900
2004-01-07,7.5032,7.5032,7.5032,7.5032,21700
2004-01-08,7.5032,7.9319,7.5032,7.8890,12800
2004-01-09,7.9319,9.0038,7.8890,8.8537,59800
2004-01-12,9.1753,10.8046,9.1753,9.7327,139800
2004-01-13,9.8184,9.8184,9.3468,9.3468,3300
2004-01-14,9.6898,9.6898,9.0467,9.0895,22600
2004-01-15,9.3468,9.4068,9.3039,9.3897,12200
2004-01-16,9.3897,9.3897,9.2182,9.2610,21800
2004-01-20,9.2610,9.4583,9.2610,9.4325,34800
2004-01-21,9.4325,9.4325,9.3639,9.3897,29300
2004-01-22,9.4068,9.4754,9.3897,9.3897,51300
2004-01-23,9.4754,9.4754,8.9180,8.9180,25800
2004-01-26,9.0895,9.2182,8.9609,9.0038,7000
2004-01-27,8.9180,8.9180,8.7894,8.7980,15600
2004-01-28,8.7980,8.7980,8.1034,8.1463,22600
2004-01-29,8.0177,8.1463,7.5032,7.5032,37300
2004-01-30,7.5460,7.5889,7.5032,7.5889,19000
2004-02-02,7.5889,7.7175,7.5889,7.6832,21000
2004-02-03,7.6747,7.7604,7.6747,7.7604,6300
2004-02-04,7.7175,7.7261,7.7175,7.7175,2500
2004-02-05,7.7175,7.8033,7.7175,7.8033,42100
2004-02-06,7.7347,7.8033,7.7347,7.8033,7100
2004-02-09,7.7604,7.8462,7.7604,7.8033,19000
2004-02-10,7.7604,7.8204,7.7604,7.7604,5100
2004-02-11,7.7604,7.8119,7.7604,7.8033,18200
2004-02-12,7.8462,7.8890,7.7776,7.8033,21400
2004-02-13,7.8033,7.8462,7.8033,7.8462,2800
2004-02-17,7.8462,7.8805,7.8462,7.8462,4400
2004-02-18,7.8462,7.8890,7.8462,7.8462,17500
2004-02-19,7.8462,7.8462,7.8033,7.8033,6000
2004-02-20,7.7604,7.8033,7.7604,7.7604,37200
2004-02-23,7.8033,7.8033,7.8033,7.8033,500
2004-02-24,7.7604,7.8033,7.7175,7.7175,97000
2004-02-25,7.7604,7.7604,7.7175,7.7175,8600
2004-02-26,7.7175,7.7175,7.6318,7.6489,12500
2004-02-27,7.6318,7.6747,7.6318,7.6489,12500
2004-03-01,7.6318,7.6318,7.6318,7.6318,900
2004-03-02,7.6661,7.6747,7.6318,7.6747,13800
2004-03-03,7.7518,7.7518,7.6747,7.7175,4100
2004-03-04,7.7518,7.8290,7.7175,7.7347,20900
2004-03-05,7.7347,7.9748,7.7347,7.8462,6300
2004-03-08,7.9748,7.9748,7.7604,7.7604,27800
2004-03-09,7.7604,7.7604,7.7604,7.7604,2500
2004-03-10,7.7604,7.7690,7.7604,7.7604,2600
2004-03-11,7.7604,7.7604,7.7175,7.7433,29200
2004-03-12,7.7175,7.7604,7.7175,7.7175,8500
2004-03-15,7.7175,7.7175,7.7175,7.7175,6700
2004-03-16,7.6747,7.7604,7.6747,7.6747,1600
2004-03-17,7.6747,7.7604,7.6318,7.6318,12400
2004-03-18,7.5032,7.5460,7.5032,7.5032,12300
2004-03-19,7.5032,7.5460,7.3317,7.3317,9600
2004-03-22,7.3402,7.3402,7.3402,7.3402,1300
2004-03-23,7.5803,7.5889,7.5375,7.5889,3900
2004-03-24,7.6232,7.6232,7.6232,7.6232,300
2004-03-25,7.3831,7.4174,7.3317,7.3745,10900
2004-03-26,7.3317,7.4774,7.3317,7.3402,4700
2004-03-29,7.3831,7.4603,7.3402,7.4603,2300
2004-03-30,7.4603,7.5718,7.3745,7.3745,2300
2004-03-31,7.3402,7.5289,7.3402,7.3745,1200
2004-04-01,7.3402,7.3745,7.3402,7.3402,3200
2004-04-02,7.3402,7.3402,7.3402,7.3402,0
2004-04-05,7.5460,7.5460,7.3317,7.3317,5500
2004-04-06,7.4003,7.4174,7.4003,7.4174,3600
2004-04-07,7.3317,7.3317,7.2888,7.2888,48600
2004-04-08,7.2888,7.3317,7.2888,7.3317,16800
2004-04-12,7.2888,7.2888,7.2459,7.2459,12900
2004-04-13,7.2030,7.2459,7.1173,7.1173,28300
2004-04-14,7.0744,7.0744,6.8686,6.9887,22400
2004-04-15,6.9029,6.9029,6.5170,6.5170,6700
2004-04-16,6.7743,6.7743,6.6028,6.6028,3500
2004-04-19,6.4742,6.7743,6.4313,6.4742,34200
2004-04-20,6.4742,6.4742,6.4742,6.4742,0
2004-04-21,6.4742,6.7314,6.4742,6.6457,5800
2004-04-22,6.6457,6.6457,6.6457,6.6457,600
